prototype_market_id,cbsa_code,cbsa_name,source_cbsa_name,cbsa_type,reporting_date,prior_year_reporting_date,active_customer_count,prior_year_active_customer_count,source_active_customer_yoy_growth,active_customer_yoy_growth,source_total_households,total_households,active_customers_per_1000_households,source_total_population,total_population,source_avg_zip_median_household_income,avg_zip_median_household_income,source_total_veterinary_clinics,total_veterinary_clinics,source_total_veterinarians,total_veterinarians,clinics_per_10000_households,veterinarians_per_10000_households,source_corporate_clinic_count,corporate_clinic_count,corporate_clinic_share,source_practice_hub_clinic_count,practice_hub_clinic_count,practice_hub_clinic_share,source_total_clinic_order_volume,total_clinic_order_volume,clinic_orders_per_clinic,source_earliest_clinic_opening_date,earliest_clinic_opening_date,source_latest_clinic_opening_date,latest_clinic_opening_date,source_zips_represented_within_cbsa,zips_represented_within_cbsa,customer_extraction_date,clinic_extraction_date,customer_data_source,geography_source,household_income_source,clinic_data_source,population_source,synthetic_fields,prototype_evidence_status,observed_values_preserved,synthetic_method_version,scoring_data_completeness_rate,data_quality_status,ranking_input_status,scoring_eligibility
proto:e6dce4da9e,,"York-Hanover, PA","York-Hanover, PA",metropolitan,2026-07-31,2025-07-31,37834,42212.0,-0.103715,0.087908,173306.0,173306.0,218.30750233690696,456720.0,456720.0,73010.051282,73010.051282,60.0,60.0,148.0,148.0,3.4620844056178086,8.539808200523929,0.0,0.0,0.0,16.0,16.0,0.26666666666666666,207958.0,207958.0,3465.9666666666667,2012-10-21,2012-10-21,2023-06-29,2023-06-29,39.0,39.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:82b916edc7,,"Albuquerque, NM","Albuquerque, NM",metropolitan,2026-07-31,2025-07-31,37528,42172.0,-0.11012,0.066911,356867.0,356867.0,105.15962529457754,917579.0,917579.0,49825.142857,49825.142857,118.0,118.0,289.0,289.0,3.3065539822959256,8.098255092233241,1.0,1.0,0.00847457627118644,35.0,35.0,0.2966101694915254,198373.0,198373.0,1681.1271186440679,2012-11-02,2012-11-02,2023-12-18,2023-12-18,56.0,56.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:1bd1f09d06,,"Winston-Salem, NC","Winston-Salem, NC",metropolitan,2026-07-31,2025-07-31,37104,42891.0,-0.134923,0.013498,288422.0,288422.0,128.644832918432,748507.0,748507.0,51948.809524,51948.809524,73.0,73.0,159.0,159.0,2.5310135842619497,5.512755615036301,0.0,0.0,0.0,21.0,21.0,0.2876712328767123,161014.0,161014.0,2205.671232876712,2012-10-18,2012-10-18,2023-06-27,2023-06-27,42.0,42.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:0d86165834,,"Lancaster, PA","Lancaster, PA",metropolitan,2026-07-31,2025-07-31,35265,39427.0,-0.105562,0.079418,204164.0,204164.0,172.72878666170334,552821.0,552821.0,67852.333333,67852.333333,70.0,70.0,195.0,195.0,3.4286162104974434,9.551145157814307,0.0,0.0,0.0,23.0,23.0,0.32857142857142857,224726.0,224726.0,3210.3714285714286,2012-10-30,2012-10-30,2023-10-01,2023-10-01,48.0,48.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:4e8e17793a,,"Greensboro-High Point, NC","Greensboro-High Point, NC",metropolitan,2026-07-31,2025-07-31,35240,40512.0,-0.130134,0.021036,315221.0,315221.0,111.79458221374846,774941.0,774941.0,56816.954545,56816.954545,109.0,109.0,229.0,229.0,3.4578914475875657,7.264744417408739,1.0,1.0,0.009174311926605505,35.0,35.0,0.3211009174311927,187963.0,187963.0,1724.4311926605506,2012-10-20,2012-10-20,2023-08-21,2023-08-21,44.0,44.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:23df27e3f5,,"Manchester-Nashua, NH","Manchester-Nashua, NH",metropolitan,2026-07-31,2025-07-31,34919,39127.0,-0.107547,0.074512,170742.0,170742.0,204.5132422016844,422913.0,422913.0,90275.810811,90275.810811,62.0,62.0,180.0,180.0,3.6312096613604155,10.542221597497978,1.0,1.0,0.016129032258064516,15.0,15.0,0.24193548387096775,189996.0,189996.0,3064.451612903226,2012-10-19,2012-10-19,2023-12-21,2023-12-21,37.0,37.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:d19b51fea8,,"Toledo, OH","Toledo, OH",metropolitan,2026-07-31,2025-07-31,34050,39054.0,-0.12813,0.024736,301694.0,301694.0,112.86270194302836,664617.0,664617.0,60301.204545,60301.204545,64.0,64.0,134.0,134.0,2.121354750177332,4.441586508183789,0.0,0.0,0.0,21.0,21.0,0.328125,103902.0,103902.0,1623.46875,2012-10-25,2012-10-25,2023-08-28,2023-08-28,88.0,88.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:c0ef562c54,,"Spokane-Spokane Valley, WA","Spokane-Spokane Valley, WA",metropolitan,2026-07-31,2025-07-31,33538,38456.0,-0.127886,0.025528,232254.0,232254.0,144.4022492615843,587766.0,587766.0,58438.365079,58438.365079,82.0,82.0,208.0,208.0,3.5306173413590294,8.955712280520466,0.0,0.0,0.0,21.0,21.0,0.25609756097560976,164535.0,164535.0,2006.5243902439024,2012-10-26,2012-10-26,2023-10-11,2023-10-11,63.0,63.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:1b89d17e4e,,"Youngstown-Warren-Boardman, OH-PA","Youngstown-Warren-Boardman, OH-PA",metropolitan,2026-07-31,2025-07-31,33487,38946.0,-0.140168,0.00641,252881.0,252881.0,132.42196922663229,429690.0,429690.0,50951.345679,50951.345679,62.0,62.0,138.0,138.0,2.451746078194882,5.457112238562803,1.0,1.0,0.016129032258064516,19.0,19.0,0.3064516129032258,116462.0,116462.0,1878.4193548387098,2012-10-18,2012-10-18,2023-04-09,2023-04-09,81.0,81.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:8de012659e,,"Lakeland-Winter Haven, FL","Lakeland-Winter Haven, FL",metropolitan,2026-07-31,2025-07-31,33472,40220.0,-0.167777,-0.038833,244051.0,244051.0,137.15166092333158,730158.0,730158.0,48291.128205,48291.128205,71.0,71.0,166.0,166.0,2.9092279892317587,6.801856988908056,1.0,1.0,0.014084507042253521,27.0,27.0,0.38028169014084506,198540.0,198540.0,2796.3380281690143,2012-10-21,2012-10-21,2023-12-09,2023-12-09,39.0,39.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:6bb808835e,,"Santa Rosa-Petaluma, CA","Santa Rosa-Petaluma, CA",metropolitan,2026-07-31,2025-07-31,32186,35540.0,-0.094373,0.117282,190249.0,190249.0,169.1782874022991,488282.0,488282.0,70200.243243,70200.243243,115.0,115.0,240.0,240.0,6.044709827646926,12.615046596828366,0.0,0.0,0.0,38.0,38.0,0.33043478260869563,244088.0,244088.0,2122.504347826087,2012-11-05,2012-11-05,2023-11-27,2023-11-27,37.0,37.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:3de72f7bbe,,"Lexington-Fayette, KY","Lexington-Fayette, KY",metropolitan,2026-07-31,2025-07-31,32100,36192.0,-0.113064,0.059807,246114.0,246114.0,130.42736292937417,592884.0,592884.0,57776.15625,57776.15625,134.0,134.0,204.0,204.0,5.4446313496997325,8.288841756259295,2.0,2.0,0.014925373134328358,35.0,35.0,0.26119402985074625,155655.0,155655.0,1161.6044776119404,2012-10-30,2012-10-30,2023-12-12,2023-12-12,32.0,32.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:b71c97f8c9,,"Reno, NV","Reno, NV",metropolitan,2026-07-31,2025-07-31,31707,35901.0,-0.116821,0.047505,193575.0,193575.0,163.79697791553662,551283.0,551283.0,61814.148148,61814.148148,72.0,72.0,204.0,204.0,3.7194885703215808,10.53855094924448,2.0,2.0,0.027777777777777776,28.0,28.0,0.3888888888888889,206780.0,206780.0,2871.9444444444443,2012-11-24,2012-11-24,2023-11-09,2023-11-09,27.0,27.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:643b92c1f7,,"Salisbury, MD-DE","Salisbury, MD-DE",metropolitan,2026-07-31,2025-07-31,31529,35968.0,-0.123415,0.03459,167735.0,167735.0,187.9691179539154,128126.0,422708.0,61296.482759,61296.482759,68.0,68.0,120.0,120.0,4.054013771723254,7.154141950099859,0.0,0.0,0.0,22.0,22.0,0.3235294117647059,167335.0,167335.0,2460.8088235294117,2012-10-20,2012-10-20,2023-09-25,2023-09-25,58.0,58.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, total_population, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:38ce6c739a,,"Lansing-East Lansing, MI","Lansing-East Lansing, MI",metropolitan,2026-07-31,2025-07-31,30763,34942.0,-0.119598,0.042422,223041.0,223041.0,137.92531417990415,473020.0,473020.0,63773.076923,63773.076923,111.0,111.0,196.0,196.0,4.97666348339543,8.787622006716255,0.0,0.0,0.0,29.0,29.0,0.26126126126126126,123611.0,123611.0,1113.6126126126126,2012-10-25,2012-10-25,2023-11-27,2023-11-27,52.0,52.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:2cd59b4173,,"Chattanooga, TN-GA","Chattanooga, TN-GA",metropolitan,2026-07-31,2025-07-31,30275,34784.0,-0.129629,0.021566,241715.0,241715.0,125.25081190658422,588877.0,588877.0,51319.12069,51319.12069,63.0,63.0,157.0,157.0,2.606375276668804,6.49525267360321,0.0,0.0,0.0,27.0,27.0,0.42857142857142855,122604.0,122604.0,1946.095238095238,2012-12-20,2012-12-20,2023-07-19,2023-07-19,58.0,58.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:2611906905,,"Ocala, FL","Ocala, FL",metropolitan,2026-07-31,2025-07-31,29577,34058.0,-0.13157,0.018373,139212.0,139212.0,212.46013274717694,377472.0,377472.0,40657.88,40657.88,115.0,115.0,199.0,199.0,8.260782116484211,14.294744705916155,0.0,0.0,0.0,30.0,30.0,0.2608695652173913,172164.0,172164.0,1497.0782608695652,2012-10-20,2012-10-20,2023-10-31,2023-10-31,25.0,25.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:ca976ada7f,,"Reading, PA","Reading, PA",metropolitan,2026-07-31,2025-07-31,28442,32005.0,-0.111326,0.063417,155849.0,155849.0,182.49716071325452,428671.0,428671.0,64738.938776,64738.938776,54.0,54.0,115.0,115.0,3.4648922995976874,7.37893730469878,1.0,1.0,0.018518518518518517,13.0,13.0,0.24074074074074073,164869.0,164869.0,3053.1296296296296,2012-10-18,2012-10-18,2023-07-28,2023-07-28,49.0,49.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:fae43d6d80,,"Port St. Lucie, FL","Port St, Lucie, FL",metropolitan,2026-07-31,2025-07-31,28068,32684.0,-0.141231,0.004326,180431.0,180431.0,155.56085151664627,,454704.0,,57717.1,68.0,68.0,166.0,166.0,3.7687537064030017,9.20019287151321,0.0,0.0,0.0,24.0,24.0,0.35294117647058826,187366.0,187366.0,2755.3823529411766,2012-10-18,2012-10-18,2023-11-21,2023-11-21,,46.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, avg_zip_median_household_income, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, total_population, veterinarians_per_10000_households, zips_represented_within_cbsa",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:7b6707135e,,"Pensacola-Ferry Pass-Brent, FL","Pensacola-Ferry Pass-Brent, FL",metropolitan,2026-07-31,2025-07-31,27834,32285.0,-0.137866,0.010999,187658.0,187658.0,148.32301314092658,511579.0,511579.0,52413.72,52413.72,54.0,54.0,137.0,137.0,2.877575163329035,7.300514766223663,0.0,0.0,0.0,22.0,22.0,0.4074074074074074,167157.0,167157.0,3095.5,2012-10-22,2012-10-22,2022-06-04,2022-06-04,25.0,25.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:ad6f0f30e8,,"Little Rock-North Little Rock-Conway, AR","Little Rock-North Little Rock-Conway, AR",metropolitan,2026-07-31,2025-07-31,27487,31920.0,-0.138878,0.008156,300536.0,300536.0,91.45992493411771,782065.0,782065.0,51569.57971,51569.57971,101.0,101.0,157.0,157.0,3.3606622833870152,5.223999787047143,0.0,0.0,0.0,45.0,45.0,0.44554455445544555,157480.0,157480.0,1559.2079207920792,2012-10-24,2012-10-24,2023-10-07,2023-10-07,69.0,69.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:acb672fc21,,"Roanoke, VA","Roanoke, VA",metropolitan,2026-07-31,2025-07-31,25931,29322.0,-0.115647,0.051321,165341.0,165341.0,156.83345328744835,379542.0,379542.0,52586.404762,52586.404762,43.0,43.0,132.0,132.0,2.6006858552930003,7.98350076508549,0.0,0.0,0.0,16.0,16.0,0.37209302325581395,116383.0,116383.0,2706.5813953488373,2012-11-09,2012-11-09,2023-05-11,2023-05-11,42.0,42.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
proto:e5191809f7,,"Baton Rouge, LA","Baton Rouge, LA",metropolitan,2026-07-31,2025-07-31,25513,29871.0,-0.145894,-0.00366,317363.0,317363.0,80.39059373650993,870286.0,870286.0,49864.130952,49864.130952,123.0,123.0,267.0,267.0,3.8756880921846593,8.413079029376455,0.0,0.0,0.0,45.0,45.0,0.36585365853658536,177736.0,177736.0,1445.0081300813008,2012-11-17,2012-11-17,2023-12-22,2023-12-22,84.0,84.0,2026-07-31,2026-07-31,EDLDB.CDM.CUSTOMER_AGGREGATE_SNAPSHOT,EDLDB.MRCH_SANDBOX.CBSA_ZIPCODE_MAPPING,EDLDB.MRCH_SANDBOX.MEDIAN_HOUSEHOLD_INCOME_ZIPCODE,EDLDB.MRCH_SANDBOX.CLINIC_PROFILE,EDLDB.MRCH_SANDBOX.CBSA_POPULATION,"active_customer_yoy_growth, active_customers_per_1000_households, clinic_orders_per_clinic, clinics_per_10000_households, corporate_clinic_share, practice_hub_clinic_share, veterinarians_per_10000_households",Hypothesis,True,market-attractiveness-synthetic-v1,1.0,SYNTHETIC_COMPLETE,prototype_ready,synthetic_prototype_only
